역번호,역명,기준일자,이용요일,구분명,총인원수,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,24시-01시
100,동매,2025-01-23,목,승차,4624,0,0,0,3,82,146,333,462,324,290,304,242,267,263,230,424,483,441,119,105,61,29,14,2
100,동매,2025-01-23,목,하차,4391,0,0,0,0,19,253,587,492,162,191,198,247,235,246,263,293,300,325,194,135,91,92,46,22
100,동매,2025-01-24,금,승차,4988,0,0,0,2,79,170,351,413,337,362,305,290,292,266,306,572,549,379,116,88,55,38,17,1
100,동매,2025-01-24,금,하차,4506,0,0,0,0,16,240,568,497,179,212,231,243,250,230,287,325,339,292,198,114,111,96,47,31
100,동매,2025-01-25,토,승차,3191,0,0,0,2,64,75,127,196,305,270,262,294,251,227,223,246,272,145,72,58,46,43,10,3
100,동매,2025-01-25,토,하차,2768,0,0,0,0,15,111,109,149,98,109,168,218,189,241,215,223,195,216,115,106,120,110,41,20
100,동매,2025-01-26,일,승차,2210,0,0,0,1,32,57,80,123,161,202,229,215,165,164,172,152,143,92,82,46,56,20,14,4
100,동매,2025-01-26,일,하차,2016,0,0,0,1,6,48,44,65,78,112,110,116,128,132,195,186,177,165,100,107,102,69,53,22
100,동매,2025-01-27,월,승차,2626,0,0,0,2,53,64,96,134,168,198,226,230,223,222,210,223,216,157,68,65,32,24,13,2
100,동매,2025-01-27,월,하차,2359,0,0,0,0,12,57,67,93,76,97,137,161,159,193,202,209,225,184,133,102,78,99,48,27
100,동매,2025-01-28,화,승차,1751,0,0,0,1,37,43,41,78,121,143,158,163,146,138,141,133,148,100,65,36,28,17,12,2
100,동매,2025-01-28,화,하차,1573,0,0,0,0,6,38,27,44,57,81,94,103,94,123,135,170,155,116,74,83,63,49,40,21
100,동매,2025-01-29,수,승차,1646,0,0,0,2,34,43,54,61,67,99,111,150,133,155,141,132,165,88,74,50,41,32,9,5
100,동매,2025-01-29,수,하차,1370,0,0,0,0,4,41,23,30,64,60,67,91,81,103,94,117,134,111,98,103,78,39,22,10
100,동매,2025-01-30,목,승차,1961,0,0,0,0,41,29,53,70,105,138,202,214,198,157,171,171,131,97,56,48,45,25,8,2
100,동매,2025-01-30,목,하차,1711,3,0,0,0,3,27,37,32,44,68,95,89,89,133,162,172,187,155,119,86,74,77,34,25
100,동매,2025-01-31,금,승차,3774,0,0,0,1,63,113,275,325,257,288,287,240,276,274,250,248,341,285,93,66,35,40,14,3
100,동매,2025-01-31,금,하차,3374,0,0,0,0,14,97,208,264,119,154,179,193,228,210,289,287,325,283,148,120,122,73,41,20
101,신평,2025-01-01,수,승차,3684,1,0,0,31,97,533,207,178,207,205,229,264,255,271,254,202,216,172,114,86,84,54,18,6
101,신평,2025-01-01,수,하차,4012,0,0,0,2,15,111,159,664,187,137,204,177,218,223,322,293,342,283,193,150,132,100,56,44
101,신평,2025-01-02,목,승차,6552,2,0,0,46,88,187,465,670,441,406,346,293,379,360,413,364,673,792,254,167,133,57,15,1
101,신평,2025-01-02,목,하차,6737,0,1,0,0,19,314,653,699,269,304,328,314,341,344,397,523,515,711,344,234,178,140,77,32
101,신평,2025-01-03,금,승차,6617,2,0,0,39,84,185,484,691,414,342,310,342,375,365,314,452,681,842,301,151,142,60,34,7
101,신평,2025-01-03,금,하차,6708,1,3,0,0,15,313,671,715,231,239,307,356,296,298,410,461,559,676,356,241,215,164,123,58
101,신평,2025-01-04,토,승차,4472,0,0,0,43,78,111,202,299,339,343,340,378,389,306,314,264,354,264,134,125,92,63,24,10
101,신평,2025-01-04,토,하차,4617,0,0,0,3,13,114,173,193,129,184,228,269,330,338,367,433,450,365,278,220,188,180,103,59
101,신평,2025-01-05,일,승차,3130,2,0,0,27,57,96,103,168,216,257,260,261,312,283,233,199,217,129,112,73,65,43,14,3
101,신평,2025-01-05,일,하차,3262,0,3,0,3,12,61,85,112,127,156,144,177,228,240,312,297,328,264,211,157,143,122,53,27
101,신평,2025-01-06,월,승차,7096,3,0,0,41,95,191,490,724,460,417,416,407,445,421,386,436,690,795,288,199,117,55,20,0
101,신평,2025-01-06,월,하차,7343,0,3,0,1,28,330,689,815,309,334,352,376,400,463,450,489,535,718,359,233,192,158,73,36
101,신평,2025-01-07,화,승차,7086,4,0,0,45,86,182,528,709,505,391,382,380,413,401,358,462,739,783,285,176,152,79,15,11
101,신평,2025-01-07,화,하차,7297,2,2,0,1,21,315,710,764,279,332,334,367,398,426,472,520,575,745,348,219,204,141,93,29
101,신평,2025-01-08,수,승차,7050,0,0,0,36,86,194,495,733,434,412,368,353,380,415,431,448,780,801,281,171,127,70,24,11
101,신평,2025-01-08,수,하차,7289,0,0,0,3,28,316,692,789,297,317,360,347,354,418,496,496,569,725,347,268,207,142,78,40
101,신평,2025-01-09,목,승차,6614,4,2,1,42,90,170,500,683,414,355,354,329,339,340,410,422,680,753,311,185,142,62,23,3
101,신평,2025-01-09,목,하차,6913,4,6,5,5,24,296,697,757,263,274,309,330,391,393,444,411,570,716,315,256,187,156,57,47
101,신평,2025-01-10,금,승차,6626,0,0,0,31,84,182,453,645,397,306,333,340,369,399,339,420,695,800,330,215,149,95,40,4
101,신평,2025-01-10,금,하차,6631,0,0,1,0,17,275,658,724,237,221,296,302,306,333,406,454,511,701,359,236,196,187,142,69
101,신평,2025-01-11,토,승차,4632,0,0,0,26,64,115,207,283,346,352,360,442,364,341,315,384,362,256,134,100,84,60,27,10
101,신평,2025-01-11,토,하차,4732,0,1,0,0,14,99,232,209,163,198,258,257,367,303,351,434,457,326,263,236,208,180,117,59
101,신평,2025-01-12,일,승차,3269,0,0,0,26,58,81,144,143,270,256,291,291,242,261,239,197,250,161,132,87,73,47,15,5
101,신평,2025-01-12,일,하차,3464,0,0,0,2,12,60,88,112,114,159,149,215,227,282,329,310,365,286,210,167,143,131,60,43
101,신평,2025-01-13,월,승차,7169,1,0,0,38,82,198,484,748,530,441,395,387,432,396,396,455,727,784,283,181,118,71,17,5
101,신평,2025-01-13,월,하차,7298,0,0,2,4,27,320,664,785,339,314,372,376,401,436,459,472,549,733,356,244,183,154,82,26
101,신평,2025-01-14,화,승차,7088,0,0,0,36,84,182,491,725,477,444,411,348,399,390,398,453,726,798,305,170,153,75,20,3
101,신평,2025-01-14,화,하차,7418,0,2,0,1,27,316,728,797,282,302,358,349,380,453,459,512,608,738,372,247,195,178,77,37
101,신평,2025-01-15,수,승차,7239,0,0,0,37,87,190,502,729,456,409,457,386,371,411,497,434,799,789,300,150,128,81,22,4
101,신평,2025-01-15,수,하차,7452,0,0,0,0,21,321,680,788,371,337,340,379,404,458,457,467,570,691,349,276,212,175,99,57
101,신평,2025-01-16,목,승차,7374,0,0,0,40,85,172,541,699,496,421,468,384,458,368,477,448,754,807,309,192,145,76,27,7
101,신평,2025-01-16,목,하차,7561,0,0,0,2,27,305,701,860,341,306,386,346,490,405,427,508,587,722,345,288,219,164,94,38
101,신평,2025-01-17,금,승차,7446,0,0,0,36,81,197,503,706,519,457,444,411,405,374,394,478,799,855,341,180,162,69,30,5
101,신평,2025-01-17,금,하차,7515,1,1,0,3,21,297,647,817,305,324,357,385,386,410,435,500,607,731,370,267,242,218,124,67
101,신평,2025-01-18,토,승차,4879,0,0,0,33,82,126,215,310,342,365,394,454,420,331,292,347,374,300,170,116,122,64,17,5
101,신평,2025-01-18,토,하차,5000,0,2,0,1,23,112,192,205,163,219,264,310,350,331,424,412,476,409,246,277,209,200,118,57
101,신평,2025-01-19,일,승차,3286,0,0,0,25,48,79,126,170,268,294,272,281,259,263,235,214,223,196,100,90,66,51,20,6
101,신평,2025-01-19,일,하차,3635,0,3,0,0,8,60,88,134,122,187,156,214,194,273,337,324,374,315,211,194,176,154,70,41
101,신평,2025-01-20,월,승차,7216,0,0,0,36,81,176,501,735,478,454,421,401,419,388,427,470,757,781,295,196,120,53,21,6
101,신평,2025-01-20,월,하차,7421,0,0,1,2,26,304,684,820,334,312,434,358,364,416,486,505,588,721,353,227,206,159,88,33
101,신평,2025-01-21,화,승차,7132,0,0,0,39,87,183,522,739,516,413,359,415,418,385,393,406,760,752,281,186,152,84,26,16
101,신평,2025-01-21,화,하차,7383,0,2,0,4,18,315,713,808,280,330,386,348,361,381,443,526,622,744,332,257,196,179,88,50
101,신평,2025-01-22,수,승차,7207,1,0,0,37,82,176,483,735,529,419,417,377,380,408,411,429,747,783,332,191,156,88,19,7
101,신평,2025-01-22,수,하차,7502,0,1,0,0,25,307,712,822,315,290,363,369,432,416,468,480,592,745,380,249,218,200,83,35
101,신평,2025-01-23,목,승차,7295,0,0,0,34,74,188,511,715,485,429,403,415,401,427,468,467,717,775,318,230,121,79,31,7
101,신평,2025-01-23,목,하차,7494,0,2,0,0,19,302,716,825,292,318,365,387,397,396,448,442,627,695,388,281,237,189,118,50
101,신평,2025-01-24,금,승차,7606,0,0,0,37,88,177,507,673,506,436,418,441,535,453,469,540,724,775,365,212,134,80,35,1
101,신평,2025-01-24,금,하차,7867,0,0,0,1,26,314,673,780,301,323,400,391,449,445,496,574,639,707,393,298,232,248,123,54
101,신평,2025-01-25,토,승차,4788,0,0,0,27,82,121,197,322,338,367,387,389,376,347,311,394,355,280,171,110,98,84,28,4
101,신평,2025-01-25,토,하차,4969,0,0,0,3,15,136,210,185,190,247,279,288,340,343,375,439,448,392,268,242,173,182,123,91
101,신평,2025-01-26,일,승차,3587,3,0,0,18,47,65,127,177,285,310,311,294,326,254,248,258,229,221,117,114,86,71,23,3
101,신평,2025-01-26,일,하차,3827,2,0,0,1,12,59,91,135,124,168,221,191,224,235,298,387,404,338,219,203,184,186,89,56
101,신평,2025-01-27,월,승차,3985,0,0,0,15,50,96,154,220,266,235,265,376,347,318,278,328,342,251,153,113,105,44,21,8
101,신평,2025-01-27,월,하차,4169,0,0,0,0,11,102,136,139,123,175,201,222,250,310,308,378,410,394,237,202,182,173,129,87
101,신평,2025-01-28,화,승차,2822,0,0,0,20,49,65,118,138,158,189,202,227,229,253,209,208,252,147,112,93,84,46,17,6
101,신평,2025-01-28,화,하차,2955,0,0,0,1,8,57,93,100,105,148,160,187,170,210,254,242,287,251,164,125,144,113,94,42
101,신평,2025-01-29,수,승차,2480,0,0,0,17,39,59,111,96,121,123,163,199,179,242,175,174,208,197,96,106,94,54,23,4
101,신평,2025-01-29,수,하차,2443,0,0,0,3,6,43,67,117,95,88,102,131,124,154,176,200,231,212,181,157,135,99,78,44
101,신평,2025-01-30,목,승차,3178,0,0,0,22,46,58,88,109,178,218,271,272,296,274,252,230,241,196,146,121,90,46,21,3
101,신평,2025-01-30,목,하차,3127,0,0,0,1,12,50,74,95,92,93,146,149,164,217,250,328,369,271,175,200,197,125,82,37
101,신평,2025-01-31,금,승차,6270,0,0,0,27,77,143,375,626,426,388,386,445,419,454,369,393,561,590,203,149,110,89,35,5
101,신평,2025-01-31,금,하차,6386,0,0,0,0,16,134,309,562,200,273,361,368,363,402,423,520,583,636,388,263,198,188,124,75
102,하단,2025-01-01,수,승차,11122,0,0,0,19,212,842,330,348,456,579,664,994,795,1028,801,843,865,647,491,477,357,278,77,19
102,하단,2025-01-01,수,하차,10800,0,0,0,2,40,298,254,1047,603,531,673,557,690,742,817,882,841,721,602,502,400,331,207,60
102,하단,2025-01-02,목,승차,18904,0,0,0,19,157,461,1278,1698,1013,958,1123,1240,1135,1070,1203,1347,1837,1918,856,692,458,297,133,11
102,하단,2025-01-02,목,하차,17517,0,0,0,1,95,933,1056,1245,1120,906,891,830,1039,1083,1209,1264,1372,1670,947,601,527,354,281,93
102,하단,2025-01-03,금,승차,19915,0,0,0,24,150,474,1267,1662,985,995,1003,1163,1222,1092,1232,1466,1913,2251,1084,794,538,407,166,27
102,하단,2025-01-03,금,하차,17901,0,0,0,2,90,959,1052,1394,1032,913,877,791,914,1094,1169,1187,1529,1832,948,585,633,473,334,93
102,하단,2025-01-04,토,승차,15721,0,0,0,23,160,261,427,712,827,1098,1207,1484,1237,1156,1239,1354,1343,988,683,563,434,350,149,26
102,하단,2025-01-04,토,하차,14291,0,0,0,3,73,438,429,612,854,732,849,865,956,929,1028,1140,1249,1096,799,671,628,446,351,143
102,하단,2025-01-05,일,승차,12078,0,0,0,23,100,147,234,404,512,905,935,941,956,1306,1128,964,1014,788,499,438,397,270,111,6
102,하단,2025-01-05,일,하차,11642,0,0,0,4,31,251,276,636,606,622,926,656,780,894,970,947,865,865,709,537,416,382,199,70
102,하단,2025-01-06,월,승차,19268,0,0,0,34,155,483,1326,1762,1075,1047,1125,1287,1201,1101,1185,1322,1688,1945,858,752,453,325,131,13
102,하단,2025-01-06,월,하차,17696,0,0,0,1,81,962,1073,1435,1107,897,901,965,1158,1080,1138,1222,1427,1719,894,549,489,333,209,56
102,하단,2025-01-07,화,승차,19522,0,0,0,29,156,441,1259,1922,1034,975,1089,1269,1168,1112,1190,1320,1885,1964,923,778,534,350,112,12
102,하단,2025-01-07,화,하차,17738,0,0,0,1,78,935,1083,1365,1090,864,867,954,1178,1060,1090,1253,1399,1780,903,532,600,375,263,68
102,하단,2025-01-08,수,승차,19890,0,0,0,24,145,459,1384,1762,1007,966,1006,1211,1270,1278,1296,1271,1844,2009,909,730,799,373,127,20
102,하단,2025-01-08,수,하차,18079,0,0,0,3,75,933,1081,1367,1161,844,993,797,979,1109,1080,1295,1559,1876,1061,587,569,364,275,71
102,하단,2025-01-09,목,승차,18163,1,1,0,27,147,447,1242,1759,1021,881,961,1142,1024,1002,1133,1245,1698,1882,901,728,459,312,130,20
102,하단,2025-01-09,목,하차,16352,1,1,0,1,83,940,1065,1322,945,716,793,777,953,972,988,1125,1428,1686,843,542,536,352,222,61
102,하단,2025-01-10,금,승차,18624,0,0,0,24,119,397,1197,1677,904,828,873,1085,982,1069,1149,1288,1802,2333,1033,758,526,384,169,27
102,하단,2025-01-10,금,하차,16628,0,0,0,3,72,891,1010,1282,1006,698,706,761,861,902,984,1146,1469,1695,1104,599,570,414,354,101
102,하단,2025-01-11,토,승차,16321,0,1,0,24,160,238,469,772,899,1090,1384,1503,1389,1208,1267,1379,1304,955,642,581,459,414,169,14
102,하단,2025-01-11,토,하차,14826,0,2,0,1,47,419,403,658,839,736,881,874,1016,947,1063,1161,1290,1250,870,708,690,477,365,129
102,하단,2025-01-12,일,승차,12880,0,0,0,17,107,164,264,453,579,832,1103,1128,1003,1419,1130,1043,1046,773,529,496,412,272,98,12
102,하단,2025-01-12,일,하차,12438,0,0,0,1,25,255,305,670,626,686,984,734,796,895,964,946,1035,927,701,627,547,400,237,77
102,하단,2025-01-13,월,승차,19261,1,0,0,32,156,469,1282,1795,1103,1054,1090,1149,1275,1094,1152,1413,1751,1838,848,800,472,348,119,20
102,하단,2025-01-13,월,하차,17754,0,0,1,4,82,987,1063,1302,1098,851,867,961,1062,1094,1113,1331,1499,1819,883,537,556,365,214,65
102,하단,2025-01-14,화,승차,19834,1,0,1,34,151,455,1222,1894,1083,1101,1195,1274,1240,1074,1206,1337,1776,1951,952,846,546,345,133,17
102,하단,2025-01-14,화,하차,18037,0,0,2,2,80,979,1058,1352,1136,849,896,918,1075,1121,1153,1259,1524,1797,970,581,619,352,239,75
102,하단,2025-01-15,수,승차,20126,0,0,0,21,149,485,1281,1849,1031,937,1065,1200,1139,1316,1370,1464,1741,2034,919,801,559,614,132,19
102,하단,2025-01-15,수,하차,18468,2,0,0,1,72,980,1088,1339,1171,999,1037,927,1001,1004,1181,1178,1523,1919,1121,543,553,461,272,96
102,하단,2025-01-16,목,승차,19234,2,2,0,20,146,473,1274,1846,1035,1035,1042,1227,1150,1053,1194,1333,1755,1919,855,763,570,391,135,14
102,하단,2025-01-16,목,하차,17436,1,5,1,2,78,959,1074,1349,980,751,836,920,959,997,1175,1204,1533,1682,915,636,604,415,262,98
102,하단,2025-01-17,금,승차,20855,1,0,0,19,151,445,1268,1777,1038,1062,1030,1361,1184,1187,1348,1559,2030,2172,1125,872,582,455,176,13
102,하단,2025-01-17,금,하차,19072,0,0,1,1,77,956,1075,1320,1116,989,929,1032,1013,1088,1167,1306,1679,1897,1083,682,651,510,368,132
102,하단,2025-01-18,토,승차,17921,3,0,2,23,153,260,497,797,958,1202,1406,1743,1666,1288,1476,1554,1423,1121,630,636,513,370,180,20
102,하단,2025-01-18,토,하차,16082,5,0,4,2,62,458,459,702,957,850,836,1038,1119,1034,1129,1256,1471,1357,909,717,662,521,395,139
102,하단,2025-01-19,일,승차,12742,0,0,0,14,114,155,277,463,626,817,902,886,1036,1573,1192,1091,948,757,537,504,459,274,108,9
102,하단,2025-01-19,일,하차,12391,0,0,0,1,30,299,279,461,606,821,1121,740,725,866,1004,1001,980,945,723,568,562,348,234,77
102,하단,2025-01-20,월,승차,19482,1,0,1,29,145,452,1330,1865,1077,1176,1244,1126,1038,1104,1240,1395,1678,1914,899,802,518,319,110,19
102,하단,2025-01-20,월,하차,17953,1,0,2,1,82,986,1076,1391,1065,956,857,935,1073,1122,1150,1260,1444,1800,942,581,531,370,262,66
102,하단,2025-01-21,화,승차,19763,0,1,1,31,145,442,1329,1787,1072,1081,1201,1207,1172,1100,1253,1366,1767,1899,936,850,559,394,151,19
102,하단,2025-01-21,화,하차,18048,0,2,3,1,74,996,1089,1316,1062,896,877,855,1052,1074,1160,1233,1575,1909,990,561,554,374,306,89
102,하단,2025-01-22,수,승차,20749,1,1,0,34,155,442,1258,1853,1093,1073,1135,1352,1416,1291,1305,1452,1751,2059,946,747,797,433,144,11
102,하단,2025-01-22,수,하차,19050,0,1,1,2,76,994,1121,1349,1260,1039,1121,1013,1081,1050,1197,1247,1534,1904,1096,609,556,425,275,99
102,하단,2025-01-23,목,승차,19635,1,0,0,22,144,473,1256,1815,1154,1072,1042,1243,1156,1097,1180,1343,1768,1913,966,762,611,412,186,19
102,하단,2025-01-23,목,하차,18054,1,1,0,1,75,962,1095,1324,1041,848,893,870,1049,1150,1071,1286,1553,1795,997,625,585,450,293,89
102,하단,2025-01-24,금,승차,21222,1,1,0,29,138,474,1217,1829,1102,1102,1109,1402,1182,1318,1297,1597,2067,2058,1211,790,586,474,215,23
102,하단,2025-01-24,금,하차,19599,0,1,1,4,86,981,1068,1274,1126,966,925,901,1096,1232,1263,1573,1721,1847,1185,623,661,510,419,136
102,하단,2025-01-25,토,승차,16796,0,0,0,18,139,245,478,766,1006,1087,1321,1560,1488,1257,1251,1316,1440,1129,649,589,505,362,167,23
102,하단,2025-01-25,토,하차,15183,0,0,0,1,65,453,428,685,888,838,904,965,1048,1035,1064,1234,1257,1196,760,653,613,529,422,145
102,하단,2025-01-26,일,승차,13185,0,0,0,16,95,160,266,477,625,1020,983,980,1267,1263,1081,1135,1030,854,579,472,358,374,133,17
102,하단,2025-01-26,일,하차,12309,0,0,0,0,28,245,256,587,685,693,927,710,739,822,913,1009,1065,940,659,544,501,485,363,138
102,하단,2025-01-27,월,승차,13664,0,0,0,9,106,191,374,556,637,860,926,1103,1052,1148,1099,1233,1285,976,605,513,413,396,157,25
102,하단,2025-01-27,월,하차,12621,0,0,0,1,45,301,329,456,574,575,707,735,850,913,933,1012,1173,1063,798,611,531,506,358,150
102,하단,2025-01-28,화,승차,8997,0,0,0,13,92,169,214,334,439,551,721,649,625,715,752,751,785,591,395,446,365,266,101,23
102,하단,2025-01-28,화,하차,8381,0,0,0,4,26,160,154,227,346,344,467,502,545,630,717,738,810,728,590,404,348,306,251,84
102,하단,2025-01-29,수,승차,7666,0,0,0,16,87,108,225,253,306,419,445,497,562,571,642,664,696,608,498,380,316,241,110,22
102,하단,2025-01-29,수,하차,7552,0,0,0,2,32,117,152,185,239,273,378,486,428,559,599,703,742,730,544,473,353,259,203,95
102,하단,2025-01-30,목,승차,10425,0,0,0,13,84,111,178,296,383,568,744,863,924,898,928,935,843,684,547,493,443,339,139,12
102,하단,2025-01-30,목,하차,10280,0,0,0,2,33,131,154,205,371,405,514,577,661,790,877,1020,1011,877,745,527,593,418,268,101
102,하단,2025-01-31,금,승차,18572,0,0,0,20,132,320,974,1392,934,1064,1203,1233,1307,1271,1264,1520,1681,1715,785,623,493,419,197,25
102,하단,2025-01-31,금,하차,17018,0,0,0,1,42,537,709,1058,840,854,898,788,1077,1149,1228,1355,1516,1696,1048,709,630,417,342,124
103,당리,2025-01-01,수,승차,3020,0,0,0,11,68,304,97,132,205,176,234,245,306,245,219,202,185,134,72,70,51,41,21,2
103,당리,2025-01-01,수,하차,3257,0,0,0,1,20,67,58,275,157,143,158,195,160,212,296,332,291,258,185,142,126,103,64,14
103,당리,2025-01-02,목,승차,7587,0,0,0,17,88,204,532,727,479,508,674,596,569,558,546,536,479,476,185,130,159,75,47,2
103,당리,2025-01-02,목,하차,8077,0,0,0,0,32,104,222,622,393,450,481,553,608,657,737,690,683,777,378,222,211,139,91,27
103,당리,2025-01-03,금,승차,6525,0,0,0,17,82,214,495,711,462,385,411,446,466,397,355,414,449,544,209,160,147,104,53,4
103,당리,2025-01-03,금,하차,6808,0,0,0,2,33,90,186,530,317,297,323,378,424,490,520,601,610,781,409,237,239,180,128,33
103,당리,2025-01-04,토,승차,4959,0,0,0,15,68,128,175,294,319,353,385,474,472,408,397,413,329,244,161,122,100,70,29,3
103,당리,2025-01-04,토,하차,5038,0,0,0,2,29,93,98,194,251,241,316,368,319,371,441,501,413,347,286,251,208,157,105,47
103,당리,2025-01-05,일,승차,3293,0,0,0,6,45,60,93,164,242,261,282,288,364,312,251,219,205,168,109,82,66,51,24,1
103,당리,2025-01-05,일,하차,3438,0,0,0,2,5,53,93,104,170,199,170,197,249,234,370,313,369,290,169,178,109,101,52,11
103,당리,2025-01-06,월,승차,6632,0,0,0,17,79,217,502,776,500,432,479,445,513,452,395,363,408,448,175,138,153,90,49,1
103,당리,2025-01-06,월,하차,6909,0,0,0,0,27,97,168,544,338,344,368,409,460,514,584,582,642,774,377,216,221,141,85,18
103,당리,2025-01-07,화,승차,7732,0,0,0,13,80,223,513,826,506,520,579,595,638,599,565,522,516,427,170,155,144,86,53,2
103,당리,2025-01-07,화,하차,8357,0,0,0,0,30,93,202,604,445,453,567,615,679,640,718,684,650,852,375,246,252,137,94,21
103,당리,2025-01-08,수,승차,6466,0,0,0,15,81,206,500,739,412,414,459,423,409,466,401,402,471,431,174,171,161,72,53,6
103,당리,2025-01-08,수,하차,6848,0,0,0,2,35,112,187,522,351,307,324,382,496,455,553,584,612,780,399,253,265,131,80,18
103,당리,2025-01-09,목,승차,6055,0,0,0,15,88,197,484,729,420,374,401,396,404,359,373,381,414,446,170,126,147,78,48,5
103,당리,2025-01-09,목,하차,6535,0,0,0,1,28,85,165,529,291,269,307,343,439,465,563,550,634,786,378,237,228,131,80,26
103,당리,2025-01-10,금,승차,6010,0,0,0,9,81,186,452,701,382,345,374,368,395,370,386,366,465,539,182,121,139,81,58,10
103,당리,2025-01-10,금,하차,6219,0,0,0,0,21,83,164,492,298,242,298,334,390,410,499,507,564,770,357,223,230,168,131,38
103,당리,2025-01-11,토,승차,5049,0,0,0,15,70,108,155,321,310,362,407,457,547,378,359,459,388,221,161,118,108,74,28,3
103,당리,2025-01-11,토,하차,5017,0,0,0,0,21,53,102,151,249,305,305,332,352,380,401,440,495,371,278,235,207,175,123,42
103,당리,2025-01-12,일,승차,4513,1,0,0,9,46,72,80,161,288,350,441,500,491,514,413,366,282,177,107,89,52,53,19,2
103,당리,2025-01-12,일,하차,4858,1,0,0,2,9,63,95,122,238,365,401,369,428,478,507,394,370,246,203,189,139,145,74,20
103,당리,2025-01-13,월,승차,6725,0,0,0,12,90,220,500,771,520,450,487,435,459,441,430,391,460,459,187,148,142,76,44,3
103,당리,2025-01-13,월,하차,7188,0,0,0,0,27,97,190,504,403,321,446,448,441,494,588,627,690,827,376,245,191,163,79,31
103,당리,2025-01-14,화,승차,6767,0,0,0,15,86,223,523,776,507,463,491,449,488,443,342,400,458,466,178,154,159,105,39,2
103,당리,2025-01-14,화,하차,7164,0,0,0,0,32,82,186,557,310,316,419,415,486,523,620,627,613,834,384,252,245,139,91,33
103,당리,2025-01-15,수,승차,6669,0,0,0,11,95,221,519,763,474,444,461,443,446,441,407,381,482,443,197,142,157,87,53,2
103,당리,2025-01-15,수,하차,7152,0,0,0,0,28,107,184,538,341,324,400,402,521,499,550,614,629,781,390,250,285,179,110,20
103,당리,2025-01-16,목,승차,6655,0,0,0,16,97,205,511,778,454,423,455,425,501,413,363,385,507,461,183,163,167,85,61,2
103,당리,2025-01-16,목,하차,7141,0,0,0,2,28,96,180,546,333,300,359,394,507,425,608,623,676,809,379,268,270,191,109,38
103,당리,2025-01-17,금,승차,8355,0,0,0,16,86,203,550,772,521,566,657,692,659,605,593,567,594,587,223,160,163,83,56,2
103,당리,2025-01-17,금,하차,8847,0,0,0,0,30,111,185,577,473,552,627,654,735,665,706,777,660,782,427,282,223,197,128,56
103,당리,2025-01-18,토,승차,5318,0,0,0,14,69,129,187,313,387,431,469,536,552,382,365,414,362,226,150,126,119,67,19,1
103,당리,2025-01-18,토,하차,5346,0,0,0,0,23,80,97,169,241,310,335,362,357,378,437,499,533,412,265,276,232,177,125,38
103,당리,2025-01-19,일,승차,3546,0,0,0,9,58,72,97,159,272,350,326,362,376,294,247,199,209,197,101,94,67,34,21,2
103,당리,2025-01-19,일,하차,3714,0,0,0,1,10,43,84,109,162,228,173,230,238,267,324,367,379,284,239,216,157,106,79,18
103,당리,2025-01-20,월,승차,6842,0,0,0,13,90,222,526,782,516,460,494,474,482,449,465,396,418,470,194,119,141,87,42,2
103,당리,2025-01-20,월,하차,7289,0,0,0,0,28,112,187,543,371,355,416,470,511,541,568,632,648,782,379,265,227,160,74,20
103,당리,2025-01-21,화,승차,6859,0,0,0,17,94,227,500,802,479,474,491,456,483,432,424,409,428,479,214,126,155,105,61,3
103,당리,2025-01-21,화,하차,7396,0,0,0,1,30,109,186,538,365,343,379,398,523,542,628,597,695,791,425,305,252,179,91,19
103,당리,2025-01-22,수,승차,8328,0,0,0,15,87,225,516,743,539,560,678,635,619,703,673,586,565,503,221,160,166,77,55,2
103,당리,2025-01-22,수,하차,8806,0,0,0,0,27,106,187,591,510,541,608,661,718,720,762,697,677,826,428,243,223,164,89,28
103,당리,2025-01-23,목,승차,6872,0,0,0,11,104,215,476,812,505,465,441,466,511,458,397,427,464,483,194,139,139,106,54,5
103,당리,2025-01-23,목,하차,7323,0,0,0,0,29,102,187,561,326,338,368,439,477,517,582,648,699,808,421,283,256,157,93,32
103,당리,2025-01-24,금,승차,7332,1,0,0,17,91,227,505,778,543,507,528,483,473,471,479,447,517,566,212,173,166,85,60,3
103,당리,2025-01-24,금,하차,7649,1,0,0,2,32,102,191,555,397,399,364,451,504,534,621,677,699,791,400,284,260,185,156,44
103,당리,2025-01-25,토,승차,5433,0,0,0,13,76,109,182,306,392,413,489,522,484,420,421,423,377,263,170,141,102,92,33,5
103,당리,2025-01-25,토,하차,5355,0,0,0,2,22,66,102,200,283,318,364,379,367,425,449,464,429,374,288,254,226,170,140,33
103,당리,2025-01-26,일,승차,3864,0,0,0,8,49,72,107,192,281,361,335,353,385,341,289,282,266,204,104,83,73,48,28,3
103,당리,2025-01-26,일,하차,3940,0,0,0,0,7,44,67,118,193,177,243,231,295,300,324,337,410,299,219,199,180,154,113,30
103,당리,2025-01-27,월,승차,5352,0,0,0,12,64,86,127,251,299,370,478,504,555,527,487,436,387,286,167,116,100,66,30,4
103,당리,2025-01-27,월,하차,5488,0,0,0,1,12,51,84,174,232,343,400,465,468,505,538,487,423,373,221,206,164,196,109,36
